,RESULT
41255,2
42846,1
11946,0
10108,0
23278,0
22792,0
44343,4
26385,4
46270,4
9520,1
2004,0
7284,0
45524,1
2738,0
10538,1
29775,4
40943,1
42879,0
43839,3
19580,1
6895,0
37549,0
45227,1
8220,0
18027,1
50580,0
25750,1
20149,2
23601,1
48439,4
4118,0
45869,0
30348,0
1369,0
39052,1
13090,0
9242,1
43416,0
31923,1
8055,1
29393,4
24595,0
37231,1
35843,1
24803,0
25221,1
45897,0
21992,2
34136,2
43077,4
40881,4
2280,1
33973,0
46046,0
19282,4
32224,2
35804,0
44102,0
6254,2
17880,0
43850,0
39871,2
41560,0
20030,0
18569,0
35849,0
27992,0
48678,4
8465,0
25479,1
5235,2
9720,1
34181,1
19617,0
26015,0
47329,0
4232,1
4845,4
50721,0
43564,1
6271,0
30785,0
11857,0
41849,1
50597,1
37923,1
39989,0
41125,0
46326,2
38102,0
9667,0
25717,0
15237,3
25752,0
6263,2
15899,0
49431,1
31578,2
30940,0
20458,0
44593,4
7147,1
30642,0
1346,0
27291,0
30398,1
51647,0
17857,0
4798,1
13091,0
27554,1
50576,4
4219,1
26469,1
16246,0
20479,0
3935,1
2355,1
49286,2
41431,0
34400,0
11321,0
29453,1
11538,0
949,3
31358,1
8156,1
15126,1
36831,0
14477,1
37634,0
51074,0
47828,0
40744,0
29963,0
28593,1
31969,4
30498,4
49205,4
32605,0
4878,0
1420,4
42895,0
37409,0
47706,1
23829,0
37620,4
33370,0
11703,0
9083,1
39538,0
46959,0
14684,0
45476,1
14855,2
16761,0
22690,0
31129,1
1514,1
17999,0
44497,1
30631,0
46257,0
17302,0
2570,0
27692,1
32362,4
36007,1
34707,1
27463,4
44973,2
9613,1
3573,1
43812,0
24397,1
33538,0
28537,0
23525,0
45728,0
38039,4
37868,0
5076,0
20570,1
2279,0
30467,0
32118,0
30450,0
50040,0
26259,0
3241,0
18349,0
17052,1
41024,2
39489,3
27302,1
25866,0
43379,3
2958,1
41030,4
26674,0
29749,0
21791,0
46199,0
30950,2
19878,0
26020,0
34334,0
24281,0
46475,0
13059,0
32135,1
14871,0
4849,0
18044,1
3312,0
21637,0
27516,2
48578,1
29463,4
26715,2
18310,1
23984,0
40748,0
50525,4
36753,0
19421,0
35178,0
35387,1
10193,0
34680,0
27152,0
167,0
10377,0
40894,1
49840,4
47763,2
47208,0
52369,0
15310,1
19681,1
18285,4
49575,1
41278,0
7434,4
31245,4
38957,1
47419,0
22799,2
3790,1
18502,1
43274,1
22592,4
17802,3
14091,0
25789,0
27476,4
24258,0
16188,0
26454,0
10129,0
38993,1
52060,0
21316,0
17140,0
10524,0
25979,0
450,0
30374,0
50637,2
1526,1
46078,0
7347,1
41102,0
18702,1
21124,0
38397,2
19200,1
30042,0
37176,0
28531,0
2402,1
20964,1
27262,0
35494,0
22855,0
399,1
47469,0
6923,1
4890,0
21804,4
21672,3
47241,1
14953,1
50244,1
11667,0
19576,0
44466,0
16329,0
51079,1
30087,0
37972,2
1568,1
34309,0
17290,1
41694,0
11233,3
52566,0
29166,0
15753,1
2294,1
46620,0
26257,0
50002,0
49692,1
39335,1
10635,0
34433,0
29931,0
34520,1
2746,2
36374,1
21351,1
4365,4
5186,2
20236,0
38682,1
9318,1
23749,1
36657,0
43800,1
10375,0
48406,1
42575,1
46630,0
8392,4
12489,0
9220,1
50576,4
17730,0
50412,3
12178,0
24399,1
34265,0
10594,0
22994,1
1688,1
43840,0
52082,2
19254,0
23721,0
816,1
14886,1
28020,2
43806,0
13408,1
6020,0
26010,3
15245,0
24752,0
24843,0
7811,0
36029,1
43665,0
40138,0
52436,0
22786,0
47937,0
44532,0
49942,4
27090,0
34844,0
26624,0
46883,0
26681,4
38753,2
43239,0
18555,0
50389,1
42042,0
51595,1
20933,1
20639,1
39103,1
42989,0
42732,1
35391,1
48825,1
52453,0
39073,0
17252,3
6668,0
1453,1
23448,0
19236,0
48587,0
46372,0
42583,0
32256,1
3049,1
23171,0
8317,4
37964,0
24080,0
16020,1
25418,0
33822,2
71,1
7914,2
48122,0
9834,3
1950,0
42012,1
17598,1
33136,0
20329,0
52564,1
46677,1
34813,0
9278,0
52597,4
30574,1
4559,1
43578,1
36128,1
32293,0
3111,0
43815,4
23764,1
8230,1
29779,0
3542,3
19387,1
43595,1
5885,0
30330,4
29500,4
41492,2
24584,0
37038,0
32707,2
5044,2
7240,1
11990,0
41234,1
49073,2
8322,1
34161,0
12720,1
9758,0
2696,0
1598,1
35994,1
21164,0
19444,2
51458,1
31586,4
11239,0
4283,1
44482,1
13537,0
23159,0
17741,0
9785,0
44283,2
31970,1
43324,0
50979,2
38760,4
39324,0
2599,0
47892,1
27915,4
46525,1
2615,0
26777,0
42240,0
19137,0
40078,1
25924,1
26309,4
15649,4
10636,1
31129,1
49032,4
33335,0
32839,3
7726,1
44101,1
9458,0
31162,0
48898,0
20800,1
27118,1
15662,0
38208,1
31466,0
29285,0
46807,0
41689,2
29300,0
13358,3
48180,1
2060,0
49707,1
16951,0
26294,4
30822,4
3580,0
25597,4
38939,0
49932,2
17726,4
21222,0
11993,0
52083,4
51308,0
21995,1
49223,4
16347,2
36157,0
32643,0
1678,1
14268,2
4147,4
49625,4
9720,1
41162,0
47217,0
21068,2
22076,0
31271,0
27321,4
31247,3
23293,0
31061,1
44051,4
19587,0
20799,1
20710,0
19047,4
7193,0
50508,1
50598,1
7868,4
36533,0
40924,0
48048,4
45120,4
38412,1
2061,2
20920,0
50735,0
3765,0
1209,1
12403,0
39646,1
27056,0
34649,1
2648,1
40469,1
51581,0
29497,0
20762,0
52386,4
48342,0
26854,1
50013,3
34712,0
23924,4
24018,0
2712,2
50140,0
32269,0
24379,2
51936,1
50342,0
27356,4
5086,0
41141,0
21150,0
27427,4
48451,0
44860,0
10015,0
11205,1
37938,0
18085,1
32993,0
16377,3
24216,0
22203,0
37912,0
48859,1
35515,1
41578,0
26124,4
47683,0
30260,0
37658,0
29393,4
48398,0
17714,4
35054,0
1519,1
27454,1
27919,1
52460,0
19037,0
13442,2
42919,1
33247,0
38759,1
11679,1
30469,0
18073,0
10555,1
5955,1
7802,0
36261,1
25530,0
1422,4
41237,2
16570,0
17008,0
14837,1
8998,1
45547,4
45484,0
23220,2
48755,1
17372,1
28256,0
23699,1
45268,0
46819,1
13418,0
23858,1
15644,1
9997,0
764,0
15930,0
51538,0
25434,1
38758,1
23604,1
17235,0
32001,0
17480,0
46644,1
41381,0
32995,4
49485,4
26348,2
17087,0
963,0
34862,0
9673,0
46082,1
48712,0
39719,0
4255,1
21512,0
29151,0
3963,0
11670,0
30234,1
31336,0
51443,1
46403,1
3192,1
2904,2
44664,0
18144,2
30652,0
23382,1
48956,4
8731,3
20372,0
35969,0
49175,1
50669,1
38706,3
30954,2
49488,3
25357,0
36146,0
37797,0
436,0
44077,2
16011,4
21912,2
37151,0
4226,4
38873,0
40173,1
32505,1
47301,0
17987,0
2777,0
6106,0
7026,4
50413,3
2067,0
21946,1
31099,0
8760,0
34619,0
34456,4
44169,0
24921,0
6134,0
42290,2
51790,0
46352,1
39126,0
33000,0
45246,1
45022,1
13380,4
13508,2
32657,0
2734,0
39021,1
26999,4
34237,0
42832,0
20436,1
32734,2
39585,0
26240,4
3767,0
39329,0
20313,0
27385,4
7410,1
48703,2
42539,2
29296,0
9565,0
14998,0
38703,1
36931,3
21814,0
16073,0
41656,0
13746,0
24505,1
4373,0
16272,1
46736,1
45665,4
21948,0
30852,1
48797,4
39799,1
34359,1
47618,1
2985,0
39751,0
3539,2
9610,1
20822,1
117,0
13040,1
41350,0
21530,0
13765,0
41082,0
43299,0
11952,0
6624,1
41020,1
3498,1
39248,1
17893,0
47771,2
30751,2
41854,2
42162,0
39470,0
319,1
29850,4
16735,1
16649,0
40028,2
21849,0
47738,1
19766,0
5456,0
10239,2
7131,0
52144,4
2503,0
18696,0
4800,2
26478,4
26355,0
47749,1
49050,0
38904,3
6657,1
21346,1
11955,1
30895,0
7136,0
46263,3
10083,0
28647,1
24918,0
28936,0
50013,3
10797,4
50139,1
24604,0
1466,2
8134,2
12907,0
21598,1
22457,1
47609,1
5118,2
42479,0
46514,1
39179,0
3261,1
17445,2
5728,1
48289,4
6573,0
20787,0
16123,1
3759,2
28507,0
2245,2
5584,1
8316,2
44171,2
734,3
30330,4
5728,1
41928,1
16248,1
43384,0
21923,0
49244,4
18554,0
41528,3
35169,0
9630,0
27229,0
34422,4
50216,1
52482,0
45283,0
31869,1
30004,0
19275,1
47718,1
50988,1
27882,0
6240,1
50305,0
19889,0
49399,4
949,3
621,0
4125,0
47749,1
20032,0
15499,1
26011,4
37894,0
18091,1
16193,0
6919,1
49673,0
32899,3
35724,0
15797,0
16387,0
26420,0
44356,0
50960,0
4928,0
27216,3
11308,1
41635,1
37020,0
22623,0
43456,0
48039,1
40948,0
40830,0
20427,0
35595,3
43701,0
2355,1
27286,4
11680,0
35355,0
33615,0
23979,0
11309,1
18971,0
31097,4
16659,0
19111,0
33085,0
25409,0
41372,1
33051,0
36766,0
1066,4
21772,0
43928,0
33505,0
32061,0
46923,1
37172,0
3688,0
13235,0
8324,3
31029,0
13389,2
3169,0
33351,1
12950,1
10014,1
1453,1
33899,1
38338,2
18458,0
5903,0
51293,0
10208,0
36397,1
10873,1
3179,0
34741,0
46568,1
35090,0
22022,0
52335,0
15675,1
41451,4
657,4
25315,0
4136,1
44929,1
18938,2
9579,2
30579,0
28408,1
6434,0
34974,0
29034,1
47407,1
1601,3
24857,0
34475,1
51356,4
3561,0
38969,1
13308,1
39217,1
9969,1
35947,2
27971,0
51304,1
20397,0
37228,0
21078,0
20093,0
10495,0
21383,0
49368,3
37237,0
38585,0
20378,0
26679,4
25095,1
2765,0
47781,2
15760,0
42554,0
18685,0
35445,0
26503,0
24978,0
18980,1
26404,4
48604,1
24494,0
29768,4
13780,0
12692,0
14450,0
35167,0
17533,1
39766,1
4701,0
21625,1
38954,1
32756,1
8846,0
41463,4
1285,0
14887,1
9227,2
9978,0
5761,1
18033,1
50963,2
8018,2
1391,0
16450,1
36631,0
49328,1
51667,2
26681,4
18037,0
15585,0
45023,3
10155,0
37972,2
3635,2
9629,0
44945,1
36487,0
29014,0
7981,0
47825,1
33824,0
40495,0
22953,1
32951,1
34241,0
32489,2
19798,0
36261,1
38271,1
23604,1
36249,0
8527,0
17517,1
9397,0
30300,4
25684,0
29646,0
19710,0
23125,0
38113,0
30606,1
31041,1
11072,1
7903,0
243,1
42994,0
13904,0
35147,0
26767,0
33737,0
44877,0
5610,1
40364,2
29198,1
19723,0
38406,1
26465,2
5227,0
32707,2
38516,0
3638,0
32095,4
28749,0
19443,0
36322,1
48823,1
25264,1
3376,1
6167,0
12191,0
13547,0
16287,0
40900,0
42332,1
39524,0
51584,0
11769,0
28647,1
15149,0
49495,4
4352,0
50438,1
52512,0
36541,0
40871,0
50683,1
13194,0
7367,0
19208,1
51948,0
16006,1
41818,3
35968,3
8133,0
48439,4
50426,0
38715,2
18525,4
28511,0
26906,1
20665,0
35447,0
20551,0
348,0
10388,1
49175,1
35658,4
40388,1
7155,0
33816,1
7744,0
44381,0
24990,0
12358,0
9473,2
33064,0
16459,0
5202,0
20166,2
36982,1
23038,4
20532,1
18440,0
34007,1
46274,0
22762,0
32648,0
20159,2
32044,0
41062,3
2793,1
458,1
12387,0
5642,2
43428,0
34842,0
4232,1
29414,1
8457,0
28666,2
13406,1
3253,2
38485,2
11323,1
43563,0
51522,1
27628,0
46907,0
41148,1
25133,0
27372,0
397,1
30030,0
18292,2
41344,1
49514,4
49224,1
15418,0
30694,1
40061,0
35768,1
16718,1
6424,0
6557,1
23831,1
9865,3
41684,2
10780,1
9551,0
39273,0
26033,0
49349,2
28798,4
48775,1
52254,0
23468,0
35015,0
16056,2
15089,0
7641,2
6034,0
15926,0
23411,0
50241,3
35579,2
42778,0
18719,1
47207,0
50279,0
38903,2
50471,0
34150,0
24551,0
34122,1
20753,1
4109,3
24042,3
37528,0
42763,0
24642,0
37714,0
10527,0
28010,1
7094,1
48336,0
40202,0
48999,1
46234,1
23463,0
14351,4
3854,1
38562,2
5335,2
12264,0
12444,1
37253,0
37657,0
46996,1
27531,0
2754,1
913,0
38736,1
26643,0
3391,1
25981,0
1431,0
1463,2
8703,0
16799,0
43240,1
8617,0
42666,2
13707,2
946,1
25151,0
11532,0
10139,0
407,0
3544,1
48665,4
4217,4
29839,0
40943,1
4258,2
41179,1
51701,0
22009,3
13311,0
26639,1
33098,0
42400,0
3129,1
23218,0
28670,2
31116,4
22875,1
1892,0
17131,1
49960,4
16643,1
52543,4
27965,0
24129,1
41286,0
41361,1
2523,0
34967,1
45387,0
4152,0
41758,0
31550,4
2592,2
30945,0
4215,1
27406,0
24107,0
13381,1
44341,0
46713,1
20834,0
25510,0
23989,0
19890,1
35768,1
5632,2
41556,1
4527,0
37888,0
34518,1
30139,1
35887,0
22304,0
40465,0
9646,1
33935,4
32863,0
3565,2
46625,0
10180,0
49635,0
6322,1
5141,1
17330,1
36026,1
8870,0
28225,0
37695,0
43385,0
29889,4
26204,2
49064,0
5744,0
14791,4
36745,4
8175,0
52255,3
12444,1
4450,0
33533,0
51380,1
14599,0
15799,1
414,1
20057,0
16080,1
16916,1
46992,1
301,3
45218,0
571,0
35665,0
51431,1
49662,1
14454,0
9157,0
25028,0
49847,1
41588,3
20218,0
52243,1
32785,2
20666,0
50394,1
49492,0
3787,2
22673,2
21252,1
33004,4
32505,1
6411,0
32899,3
7327,0
32497,1
14151,2
25615,1
30392,1
35044,2
47370,0
40781,1
11030,0
35594,1
6417,1
42104,3
15640,2
26149,0
45026,0
30268,0
50556,2
18649,0
27823,1
41235,0
46189,1
47220,0
14971,0
41360,4
24046,0
11791,0
37538,2
5917,1
28382,1
35835,1
42937,0
47371,1
9153,1
18144,2
47106,0
20092,1
25058,0
6992,2
17330,1
12095,0
7449,0
19465,0
33154,0
355,1
41036,4
11370,4
459,0
42969,1
38927,2
15492,1
1024,1
25428,1
20948,1
1446,2
31795,4
8290,0
6586,1
13133,0
20139,0
3764,4
36245,0
20304,1
32995,4
40396,0
7439,1
5108,0
47975,4
2058,0
28130,3
20545,0
34516,1
35860,0
39474,4
15583,2
4050,0
50513,1
3042,1
9467,0
31573,1
3029,2
51523,0
29538,1
2811,1
30691,0
34730,0
19277,0
31873,1
17583,1
7650,1
37002,2
4830,4
32226,3
2808,1
45503,0
17134,0
12608,0
2665,4
46646,0
29463,4
24759,0
10,0
10942,0
43952,0
49711,1
38737,3
34380,1
16263,1
39474,4
21714,0
21982,0
8859,0
28050,1
8048,1
9995,0
3362,0
46600,2
7273,1
32311,0
43028,0
949,3
34927,0
1786,0
41507,0
18145,1
3921,2
9960,0
9681,1
37534,1
35622,2
1162,0
7705,0
24705,1
11818,0
1703,3
18875,1
27087,0
2583,2
22440,4
31373,4
22935,0
295,0
49031,1
21006,0
3480,3
26331,1
52457,2
34522,1
27316,4
3354,2
36932,0
43210,0
17752,0
13007,0
4645,3
40510,0
6795,0
50417,0
49000,1
40753,0
6201,1
23039,2
40966,2
36902,0
47768,2
19564,0
27959,0
52244,0
52642,3
24081,0
23319,0
4083,0
5796,0
43411,2
41602,1
44926,0
18234,2
11376,0
24995,3
46972,0
7129,0
14900,0
24919,1
41944,2
14129,2
15934,0
19513,0
34758,1
43247,3
35151,1
40537,1
8709,0
37200,0
4480,0
26286,2
42243,0
49862,2
23378,0
15896,4
7510,0
18771,1
23716,0
31842,0
8121,0
3577,1
18373,0
4900,4
13334,1
50236,0
7276,0
43332,0
29775,4
4792,1
31006,0
25073,0
7315,2
33947,0
28023,2
37380,0
51679,0
49834,1
40044,1
13777,3
33563,0
49053,1
21926,0
52569,0
48533,3
3503,0
47638,0
10198,0
36881,2
49678,1
44870,0
45122,4
10101,0
38333,2
11381,0
26622,0
8047,0
7582,0
48545,4
48042,2
23258,0
1952,0
25410,0
33516,0
25523,0
29850,4
23830,2
47929,0
6158,0
46,1
17233,0
39162,0
27059,0
32338,0
15250,0
45035,0
47356,1
25873,0
17770,0
13183,0
48542,0
27533,1
29364,4
27551,2
36546,0
34307,1
30701,0
13168,1
27142,0
47356,1
30666,0
30118,0
38504,2
7707,0
36620,0
27684,1
30716,1
24313,0
22563,3
16069,1
39977,0
3225,0
20933,1
49158,4
36672,0
8214,0
45558,3
46461,0
39027,1
8510,1
20429,1
41263,0
19700,0
46539,0
3273,1
43011,0
35513,4
14705,1
18887,1
42553,1
36253,0
46480,0
23155,0
15674,0
28670,2
11880,2
41295,0
36910,1
52339,0
4196,4
11584,1
29207,0
8636,0
9198,1
3145,0
48292,3
35523,1
51635,2
51372,0
49004,0
14826,2
5396,4
27736,1
40357,1
15552,0
52350,0
16905,0
28927,3
18004,3
42600,0
31736,0
45667,0
31173,3
40334,0
51884,0
5654,1
1595,1
14643,0
26345,2
9106,0
7329,3
20123,0
42409,0
15593,1
18452,0
24323,1
28262,0
7635,2
6741,0
10358,0
50754,4
15506,0
44533,0
37010,0
27215,0
760,2
45057,1
2709,0
11122,0
24784,0
50765,1
51127,0
9689,0
23070,1
17301,0
9967,0
27844,0
43044,0
32188,1
37432,2
16912,2
30265,0
39020,0
24630,0
29241,0
45721,1
46301,2
21374,0
1252,0
18858,0
46981,1
9344,0
50582,3
12424,0
29618,1
42715,0
30752,1
31217,1
50101,0
49859,1
16265,1
46176,0
46236,0
18690,2
36429,1
34625,0
50494,0
44642,0
48951,0
22961,1
46619,0
52271,0
10143,2
49239,0
7101,1
28825,4
38723,0
12803,0
45160,1
607,4
47868,0
47138,0
17478,4
36599,0
11523,0
34420,1
33761,0
4620,2
40314,0
34156,1
47215,3
46819,1
8389,4
46261,4
40454,0
15436,0
46161,1
24246,3
28755,1
41742,0
35654,4
15806,2
51972,0
44087,1
9038,0
8176,0
8989,0
42920,0
24647,0
37117,2
33822,2
36434,1
42107,1
10945,0
31469,0
14858,1
3306,0
52635,0
25953,0
35311,0
31243,0
18198,0
29542,1
36873,1
44871,0
23244,2
31225,0
20664,0
47050,1
3363,1
42542,1
8311,2
4991,0
43668,0
42384,1
23693,0
15181,0
31701,0
50988,1
16153,0
720,3
44959,1
43430,1
42186,0
26708,1
41292,1
28922,0
25430,1
16804,1
47631,4
29570,0
28323,0
3897,1
11547,1
6268,0
44619,0
506,1
7992,0
50489,1
22789,0
47749,1
43270,1
39667,0
29228,4
17897,1
38954,1
2336,0
22702,0
21061,0
17517,1
24451,1
11374,0
9256,0
24569,1
38331,1
16788,0
24884,1
27307,0
34291,1
14023,1
10655,0
36901,0
3820,0
45061,0
635,0
34665,1
49053,1
20381,4
40381,0
804,0
8399,0
48566,1
6986,1
2229,2
37501,0
30344,1
20364,0
10703,1
34489,1
22675,2
24487,1
40086,1
1711,3
7902,0
14159,0
1582,2
18008,0
28156,1
15281,0
6527,0
41329,0
4846,0
23414,0
32794,0
50174,1
39153,0
45025,1
17433,1
30698,1
5934,0
48569,3
52320,2
19023,0
35925,4
10042,0
24090,1
48825,1
47980,0
52328,0
6886,1
36847,1
3221,4
30158,1
27574,0
26380,1
17143,0
44185,0
38237,1
21335,0
43365,0
31522,0
2557,1
2326,1
17204,4
20747,0
46422,0
19675,1
17354,0
42518,2
33076,0
39101,0
16801,0
544,0
36001,0
50097,4
39870,1
26051,1
35049,0
39875,3
6845,2
46162,1
41138,0
26945,0
25704,1
44831,2
95,4
20671,0
5357,0
38935,0
41180,0
6755,0
34631,0
36261,1
49621,2
13806,0
22071,0
873,0
12934,0
23580,1
17686,1
34453,1
45328,3
9599,1
27709,4
30910,0
6820,1
34269,2
52359,0
21966,0
4158,1
6121,0
42300,4
50990,0
17910,0
30396,0
20294,0
35895,0
51107,0
5620,4
10359,1
38901,2
35376,0
21805,4
2633,4
22432,0
17631,0
1565,1
37920,3
14718,0
36605,0
22648,0
35826,0
240,1
2619,0
50934,1
35155,0
46136,0
2430,1
35978,0
26685,0
1779,0
40246,0
51391,4
3025,4
45396,0
41242,1
1565,1
51713,1
30139,1
13099,0
21585,0
49730,1
15525,0
37692,2
31945,0
11837,0
48358,0
26236,0
38949,1
17780,0
48572,0
44906,0
44649,0
45101,2
1001,1
41540,1
14753,0
42811,2
1757,3
49244,4
22736,1
9563,1
33673,2
1425,1
20413,1
21696,0
46925,0
32611,0
20223,0
39412,0
24250,0
26104,2
45269,3
20818,1
29805,0
17145,1
6598,1
45375,1
37677,0
41277,4
48264,2
47542,0
13709,1
26072,0
18179,1
49642,0
12330,4
15781,0
27153,0
14344,4
26616,0
35563,4
50288,1
616,1
37999,0
43553,1
18183,1
12377,4
5834,1
51499,4
23150,0
8310,1
42817,1
2793,1
42517,4
30523,0
43262,1
45069,0
30361,1
2624,1
34078,0
50013,3
3579,1
20618,0
21062,1
169,1
29169,0
39154,2
1126,0
11906,0
34940,2
1183,1
42066,0
10936,0
5464,3
51669,0
27107,4
47857,1
44256,0
50195,0
37807,0
3783,3
8008,0
27292,4
12841,1
38645,1
5713,1
2050,0
23008,1
14060,0
29946,1
49345,1
16442,2
50734,0
43579,0
48857,2
32656,1
12670,0
22959,1
1813,0
36549,0
50106,4
26938,2
26041,1
18693,1
2960,3
36870,0
39900,1
37497,0
49700,1
41652,4
46354,0
44831,2
5879,2
10971,0
13764,0
3934,1
15705,1
29371,4
32194,0
12112,0
34050,0
32245,0
10904,1
41632,0
47119,0
33766,0
24499,1
44892,3
3603,0
26102,3
870,0
37186,1
47365,0
28880,3
42595,0
45207,1
45863,1
46327,0
38494,0
15106,0
48222,4
47324,0
1827,0
50366,1
10320,0
37927,1
37392,0
6665,4
41429,4
44202,0
39004,0
42683,0
28300,1
14109,0
34547,0
29961,3
34380,1
6594,2
22934,2
30537,0
39386,0
46217,4
50511,3
31689,1
23109,1
41130,2
23988,1
5888,0
50905,0
584,2
44311,2
25038,0
5447,1
3886,0
4787,0
41169,1
16448,0
49946,0
15067,2
791,1
33870,0
2666,0
13949,0
12041,0
16442,2
48492,4
44865,0
47510,0
14049,0
48289,4
6088,3
48845,0
27110,2
46020,1
35370,4
24394,0
14810,1
24023,0
34414,0
44228,2
25584,0
14445,1
47391,0
34824,0
49664,0
1594,1
37354,0
19637,0
25,1
27428,1
42628,0
52411,0
16616,0
46298,0
46906,2
19319,0
1404,0
10900,0
1268,0
22496,1
30584,0
39252,0
33,4
26866,0
12383,0
27504,0
159,0
49019,1
45858,1
6944,3
21545,0
24505,1
18759,0
5861,1
34344,0
24171,0
22888,2
35506,0
42535,0
37011,1
40876,1
36955,1
27484,4
46727,1
40159,2
5193,1
33255,2
36307,2
34714,1
19354,0
31795,4
32638,2
25918,4
2298,0
38711,3
46874,0
5150,1
2178,0
50621,1
35430,0
36535,0
3790,1
947,1
37397,1
31195,0
42638,0
20031,1
3720,0
25023,0
34422,4
43764,0
15792,2
3345,1
25761,0
18292,2
15423,0
28259,0
12928,0
33156,0
3112,1
14476,1
4175,4
39467,4
32388,0
12659,0
22408,1
26281,2
24253,0
211,0
13113,0
3380,1
35770,0
9356,3
4218,4
14344,4
26585,0
47425,0
48797,4
41820,0
15127,1
31014,2
29654,0
2762,0
41452,0
24792,1
4771,0
18216,0
9818,0
41575,1
32060,0
633,0
43643,0
46332,0
31145,1
20497,0
44891,1
14595,1
19541,1
30746,1
27931,0
42410,0
36807,1
27096,2
6645,0
41118,1
46818,1
3264,1
15103,0
9291,0
37795,0
7460,1
40599,4
23906,0
38055,3
4016,3
52095,1
27646,2
31891,0
43487,1
48374,0
48099,0
40917,2
22586,0
25054,0
30900,0
43669,0
22365,1
33126,0
50726,1
15995,0
2428,0
18359,0
16629,1
49919,3
38039,4
10818,0
51826,0
41926,0
5403,0
49484,4
10729,0
43661,0
2030,0
28663,2
46059,0
5427,0
47441,1
43878,1
11223,1
4568,0
40956,1
7673,0
2005,0
13573,0
40528,1
35454,0
13622,0
8528,1
52256,0
52138,0
35841,0
46573,0
23135,0
9814,3
30015,0
32409,0
20979,0
50684,1
45333,0
19328,0
32146,0
49700,1
15853,0
23849,0
50356,0
44463,2
16865,0
4473,0
51937,3
8836,0
44379,0
29846,1
21276,2
14337,4
16938,0
51080,2
22640,0
35654,4
51060,1
51419,0
32701,0
30750,2
15297,0
37016,2
3152,1
98,0
10159,0
36749,0
38732,1
9387,0
38954,1
40910,0
39370,1
38762,1
5548,3
46849,1
31628,1
47249,0
39973,0
25264,1
29511,0
18689,1
26126,4
49218,4
23777,2
44044,1
17719,0
32622,0
38416,1
7311,0
41008,4
40160,0
35639,1
2241,2
2653,0
21233,0
44346,0
21762,1
22562,4
16976,1
36821,0
32599,2
13750,0
25712,3
11082,0
48544,0
46201,1
3300,0
50581,2
4371,0
45649,0
49072,1
5395,4
11288,1
10167,0
29903,0
52399,0
19079,0
31908,1
1029,0
9692,0
21062,1
24749,0
44467,1
760,2
25527,1
41980,4
18176,0
19040,0
34973,0
41338,0
6612,0
7845,4
20953,1
11556,0
48092,1
40776,0
38601,0
20617,1
43004,0
24397,1
16082,1
22671,0
51484,2
6031,1
50362,1
48881,0
26211,0
25536,0
32119,0
23892,0
50819,1
12429,0
38969,1
2010,0
20039,0
2153,0
29459,0
11296,0
12570,0
42888,0
6261,0
13946,0
18208,0
24183,0
15527,0
26817,3
49053,1
47561,1
11209,1
43634,1
469,1
26563,0
16323,0
7006,0
19330,1
14152,0
39203,0
27966,0
20566,0
50988,1
13386,0
41396,4
13319,1
16638,0
39951,0
12735,0
41021,0
48573,0
27837,0
14114,0
32920,0
40479,1
1215,0
20648,1
27130,0
50262,1
3269,0
46955,3
8896,0
32858,0
7199,1
50556,2
30902,0
47742,1
46170,0
5398,4
22664,1
408,1
45654,0
33013,0
20420,1
29321,1
22367,0
26786,0
17389,1
31919,0
8148,0
1360,0
47153,1
13480,0
29228,4
32646,0
1638,0
23131,1
52427,1
42383,2
11932,0
50963,2
43043,0
416,1
45819,1
36567,3
21957,0
19500,0
26025,4
9669,0
27611,1
25527,1
1725,2
5890,1
46861,0
18048,0
24619,0
37373,0
35613,0
27920,0
40395,1
15739,1
36235,0
45679,0
19957,1
3055,1
5756,1
17854,2
48239,0
31727,4
36374,1
35581,0
47042,3
32348,1
34343,0
2739,0
9286,0
52599,4
29301,0
46223,2
48801,3
47439,1
44770,0
42946,0
49978,1
50155,0
26279,2
42919,1
49927,0
24732,0
7347,1
39074,0
38876,1
5701,1
31200,0
196,0
16223,0
51018,1
40425,0
30000,4
48396,1
45315,3
24043,0
11735,0
16185,0
18044,1
37922,2
6089,0
16686,0
17877,0
7774,0
44140,0
28613,1
25925,0
8094,1
32250,4
23530,0
10931,0
4684,0
34406,0
37613,2
16771,0
48167,1
36216,1
41020,1
22197,1
636,0
5496,2
34335,1
37459,0
44118,0
9550,0
24855,0
27797,2
2964,3
23495,0
2141,0
15553,0
43181,0
42217,3
46312,1
1149,0
44715,0
45996,1
5802,0
13231,0
52117,3
28696,0
21511,0
21782,1
17619,4
11057,1
11022,0
40854,1
39021,1
13050,0
9263,1
15697,0
6223,0
261,0
50820,1
9330,0
32787,0
50790,0
47594,0
2806,0
35488,1
46740,1
1659,1
20964,1
31183,0
15159,0
16438,0
1620,1
1891,0
33168,2
9032,0
20737,1
3251,0
10380,0
10397,1
36920,1
7518,1
49803,1
24890,1
5608,0
28081,0
46201,1
1498,0
47327,0
7150,0
38100,1
15331,0
17822,0
41879,0
11956,1
12306,4
52490,0
36050,3
50641,0
11687,1
19233,0
18325,1
48660,0
20092,1
33316,4
29708,0
25579,1
15779,4
7365,0
43792,0
51816,1
22697,1
14271,0
32319,1
3689,0
38414,2
20765,1
27170,1
38135,0
22184,0
52472,1
29602,0
16263,1
42296,2
17080,0
38900,4
8622,0
26492,4
41298,3
38733,1
42072,0
24963,0
7186,1
32336,0
13211,1
20365,1
